"ID","Description","Gravity","Urgency","Trend","Type","Redirection","Local","Category"
"221","solicitado para visita colocar protetor auricular na área extrusora","2","2","1","1","1","MATRIZ - PLANTA MONTAGEM BRINEL","2"
"222","operação sendo realizada sem o uso dos Epi's de segurança!","3","3","3","1","2","US BELOCAL MATOZINHOS","2"
"223","Durante o tamponamento foi ocultado o Detonador eletrônico junto ao material de pó de perfuração, quando finalizamos a programação e conferência de material junto ao paiol foi identificado a falta de um detonador, após intenssa busca foi encontrado e identificado o mesmo estando coberto de material.","3","3","2","2","2","US VALE SUL","6"
"224","Essa escada, mesmo com poucos degraus, senti falta do corrimão, me senti insegura ao passar por ela.","1","1","1","2","3","MATRIZ - PORTARIA","6"
"225","Sistema de arcofil com agua do umidificador acima do permitido, sistema fica ineficiente.","2","3","2","2","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","11"
"226","ruído muito alto na bomba de óleo, gerando desconforto no ambiente.","2","2","2","2","1","MATRIZ - CENTRAL VAPOR 1","5"
"227","Mangueiras espalhadas na via de circulação dos carrinhos de transporte de espoletas.","2","3","2","1","1","MATRIZ - PLANTA TUBO DE BRINEL","4"
"228","colaborador da empresa Lopes sem protetor auricular","2","3","2","1","1","MATRIZ - PLANTA EMULSAO ENCARTUCHADA","2"
"229","capacete do colaborador da enaex danificado.","2","3","2","2","2","US MARACA","2"
"230","placa do extintor do paiol de acessórios no chão","1","1","1","2","2","US MARACA","4"
"231","torneira da da área de vivência, com defeito.","2","2","2","2","2","US VALE CARAJAS","11"
"232","Balança da portaria não comporta uma carreta bitrem, fazendo com que parte dela invada a faixa de pedestres.","2","1","1","2","1","MATRIZ - PORTARIA","6"
"233","torneira da da área de vivência, com defeito.","2","2","2","2","2","US VALE CARAJAS","4"
"234","refletores queimados iluminação inadequada","2","2","2","2","2","US SOSSEGO","4"
"235","refletores queimados iluminação inadequada","2","2","2","2","2","US SOSSEGO","4"
"236","Furos leve! a parte do furo que estava leve foi aterrado.","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","9"
"237","Furo próximo no pé, foi aterrado a parte mais crítica e feito no cartuchos pescado e iniciado junto.","2","3","2","2","2","OPERAÇÕES -  SÃO PAULO","9"
"238","Piso Irregular! foi orientado a equipe andar com mais atenção!","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"239","Melhorar a iluminação na área de carregamento Bombeada 307 e área da embalagem encartuchada, a noite temos grande de dificuldade quanto a isso, podendo acorre incidentes","2","3","2","2","1","MATRIZ - PLANTA EMULSAO ENCARTUCHADA","4"
"240","Caminhão da TLGA que prestando serviço , estava sem calço antes de subir pra mina da Votorantim, Orientei ele a colocar o calço._x000d_
E o mesmo colocou.","2","2","2","1","2","OPERAÇÕES -  CEZARINA","9"
"241","Caminhão da TLGA que estava prestando serviço , estava sem o calço antes de subir pra mina da Votorantim, Orientei ele a colocar o calço._x000d_
E o mesmo colocou.","0","0","0","0","0","OPERAÇÕES -  CEZARINA","0"
"242","Caminhão estava quebrado próximo a entrada de acesso ao britador sem cones em volta, O responsável da mina viu e foi solicitado que o motorista colocasse cone ao redor, logo após foi verificado que foi devidamente sinalizado.","2","2","1","1","2","OPERAÇÕES -  CEZARINA","4"
"243","chão molhado, estive a ponto de escorregar e cair aqui","2","2","2","2","3","MATRIZ - ESTACIONAMENTO INTERNO COLABORADORES","4"
"244","Caminhão da TLGA que estava prestando serviço , estava sem o calço antes de subir pra mina da Votorantim, Orientei ele a colocar o calço._x000d_
E o mesmo colocou.","2","2","1","1","2","OPERAÇÕES -  CEZARINA","9"
"245","Caminhão da TLGA que estava prestando serviço , estava sem o calço antes de subir pra mina da Votorantim, Orientei ele a colocar o calço._x000d_
E o mesmo colocou.","2","2","1","1","2","OPERAÇÕES -  CEZARINA","9"
"246","Betoneira FSL carente de proteção física das correias. NR 12","3","3","2","2","1","MATRIZ - MANUT. INDUSTRIAL","11"
"247","Placa de informação da barragem apagada","2","2","2","2","2","US MARACA","4"
"248","lixo na portaria da barragem deixado no chão","2","2","2","1","2","US MARACA","4"
"249","Placa de informação do caminhão quebrada.","2","2","2","2","2","US MARACA","4"
"250","lixo na portaria da barragem, deixado no chão.","0","0","0","0","0","US MARACA","0"
"251","lixo na portaria da barragem deixado no chão","0","0","0","0","0","US MARACA","0"
"252","abelha no poste de energia que fica do lado do caminho seguro","0","0","0","0","0","US MARACA","0"
"253","placa de informação quebrada","0","0","0","0","0","US MARACA","0"
"254","Colaborador circulando sem capacete na área Fabril, próximo ao Prédio 29A (Logística), no interior da planta._x000d_
_x000d_
Dia 19/01/23 , aproximadamente 17:20h","2","2","2","1","1","MATRIZ - EXPEDICAO","2"
"255","maribondo no poste ao lado do caminho seguro na base da enaex","0","0","0","0","0","US MARACA","0"
"256","placa de sinalização de estintores danificada.","2","2","2","2","2","US MARACA","4"
"257","placa de informação da barragem apagada.","0","0","0","0","0","US MARACA","0"
"258","Guarita do vigilante na base da enaex. pessoal da elétrica fez descarte de material de iluminação em local incorreto.","0","0","0","0","0","US MARACA","0"
"259","Nova chapadiana muita poeira impossível transitar em segurança","2","2","2","2","2","US MARACA","6"
"260","Placa de informação do caminhão quebrada.","0","0","0","0","0","US MARACA","0"
"261","Placa de informação da barragem apagada","2","2","2","2","2","US MARACA","4"
"262","maribondo no poste ao lado do caminho seguro na base da enaex","0","0","0","0","0","US MARACA","0"
"263","guarita da viligancia da base enaex , descarte de sobra serviço parte elétrica em local incorreto.","0","0","0","0","0","US MARACA","0"
"264","Guarita do vigilante na base da enaex. pessoal da elétrica fez descarte de material de iluminação em local incorreto.","2","2","2","1","2","US MARACA","4"
"265","Trava queda da linha de vida do paiol 05 não esta descendo, estando travado o mesmo.","3","3","3","2","1","CD PARANA","2"
"266","placa de informação do caminho seguro apagado.","2","2","2","2","2","US MARACA","4"
"267","maribondo na entrada da base da enaex","0","0","0","0","0","US MARACA","0"
"268","Maribondo na entrada da base da enaex .","0","0","0","0","0","US MARACA","0"
"269","Mina N4W E NORTE _x000d_
Cava I Banco 535_x000d_
sucata dentro da praça de perfuração","2","2","2","1","2","US VALE CARAJAS","4"
"270","material contaminado de óleo pelo chão no abastecimento de óleo queimado do caminhão de ando squib","2","2","2","2","2","US VALE CARAJAS","4"
"271","Rolamento do portão de saída do silo de abastecimento de emulsão com desgaste, dificultando a abertura do mesmo.","2","3","2","2","2","US VALE CARAJAS","4"
"272","bebedouro não está no local adequado._x000d_
com isso, o mesmo está com vazamento de água incorreto._x000d_
como tratativa emediata, foi colocado uma Placa indicativa de piso molhado!","2","2","2","2","2","US VALE CARAJAS","4"
"273","maçaneta da umb' cb 124 scania com defeito ao encaixar a chave não está abrindo e nem fechando somente pela porta esquerda.","2","2","2","2","2","US VALE CARAJAS","11"
"274","foi colocado o amortecedor da tampa de rotametros d CB 124 que estava sem . era ultiliza um improviso com uma estaca para o segurar tampa","2","2","1","2","2","US VALE CARAJAS","11"
"275","Material exposto, na frente da área de vivência aguardando recolhimento, ou retirada.","2","2","2","1","2","US VALE CARAJAS","4"
"276","ejen","0","0","0","0","0","CD PARANA","0"
"277","Giroflex da UMB CB130 amarrado com fitas, precisando de reparos.","2","2","2","2","2","US VALE CARAJAS","11"
"278","Giroflex da UMB CB130 amarrado com fitas, precisando de reparos.","2","3","2","2","2","US VALE CARAJAS","11"
"279","balde de graxa descartado em local impróprio.","2","2","2","1","2","US SOSSEGO","4"
"280","placa de sinalização fase 6 escondida com a leira","2","2","1","2","2","US SOSSEGO","4"
"281","local aberto corrente jogada no chão falta de atenção","2","2","2","1","2","US SOSSEGO","4"
"282","placa meio aí grade mato risco de acidente mais visibilidade","2","2","2","2","2","US SOSSEGO","4"
"283","mangueira jogada no chão recipiente ao lado descartado em local impróprio","2","2","2","1","2","US SOSSEGO","4"
"284","placa de indicação de preferencial caída","2","2","2","2","2","US SOSSEGO","4"
"285","corda jogada em local impróprio","2","2","2","1","2","US SOSSEGO","4"
"286","placa de sinalização em pecimas condições","2","2","2","2","2","US SOSSEGO","4"
"287","Resíduos sem segregação r incorretamente acondicionados","2","2","2","1","4","MATRIZ - MANUT. INDUSTRIAL","4"
"288"," fora do padrao","0","0","0","0","0","US SOSSEGO","0"
"289","material de sinalização deixado em local impróprio","2","2","2","1","2","US SOSSEGO","4"
"290","não conforme si 21","0","0","0","0","0","US SOSSEGO","0"
"291","sem sinalização","2","2","2","1","2","US SOSSEGO","4"
"292","Caixa de água em local impróprio para descarte","2","2","2","1","2","US SOSSEGO","4"
"293","Pontalete da leira caído no chão sinalização inadequado","2","2","2","2","2","US SOSSEGO","4"
"294","falta da grade de proteção sobre canaleta risco de queda de nível diferente","2","2","2","2","2","US SOSSEGO","4"
"295","corrente de isolamento danificada . caída em solo","2","2","2","2","2","US SOSSEGO","4"
"296","mangueira no local das placas de sinalização de área carregada.","2","2","2","1","2","US SOSSEGO","4"
"297","não conforme","0","0","0","0","0","US SOSSEGO","0"
"298","Empresa Terceira da Belocal Realizando limpeza de acesso abaixo de linha de alta tensão.","3","3","3","1","2","US BELOCAL MATOZINHOS","6"
"299","mangueira no local das placas de sinalizações de área carregada.","2","2","2","1","2","US SOSSEGO","4"
"300","equipamentos estacionado a menos de 20 metros da máquinas risco de projeção de preda sobre msm","3","3","2","1","2","US SOSSEGO","6"
"301","cercado de pretecao quebrado sem sinalização","2","2","2","2","2","US SOSSEGO","4"
"302","Pano de limpeza em local inapropriado.","1","1","1","1","2","US SOSSEGO","4"
"303","local aberto risco de furto","2","3","2","2","2","US SOSSEGO","4"
"304","corrente de proteção quebrada risco de cai na canaleta","2","2","2","2","2","US SOSSEGO","4"
"305","placa quase apaga fora do padrao","2","2","2","2","2","US SOSSEGO","4"
"306","placa de sinalização em condições insegura pouca visibilidade","2","2","2","2","2","US SOSSEGO","4"
"307","lixo jogado no chão na frente do local adequado para descarte","2","2","2","1","2","US SOSSEGO","4"
"308","canduite jogado no solo","2","2","2","1","2","US SOSSEGO","4"
"309","motorista da Castelo que leva o pessoal da madrugada parando com o ônibus fora da área demarcada para o pessoal descer, horário das 06:00","1","1","1","1","3","CD PARANA","6"
"310","cerca caída e Pontalete tbm no chão risco de invasão","2","3","2","2","2","US SOSSEGO","4"
"311","papel jogado no solo","2","2","2","1","2","US SOSSEGO","4"
"312","placa de sinalização caída","2","2","2","2","2","US SOSSEGO","4"
"313","fora do padrão","0","0","0","0","0","US SOSSEGO","0"
"314","não conforme","0","0","0","0","0","US SOSSEGO","0"
"315","não conforme cadeira fora do lugar","2","2","2","1","2","US SOSSEGO","4"
"316","cerco irregular corrente danificado no chão","2","2","2","2","2","US SOSSEGO","4"
"317","não conforme","0","0","0","0","0","US SOSSEGO","0"
"318","lixo jogado na canaleta saída do refeitório","2","2","2","1","2","US SOSSEGO","4"
"319","placa de sinalização fase 6 escondida com a leira","0","0","0","0","0","US SOSSEGO","0"
"320","","0","0","0","0","0","CD PARANA","0"
"321","material deixado sem  indentificasao do msm","2","2","2","1","2","US SOSSEGO","4"
"322","Furo 464 do plano Espodumena perfurado muito a mais do que a profundidade objetiva.","2","2","2","1","2","US S11D","9"
"323","Furo 481 do plano Espodumena perfurado muito a mais do que a profundidade objetiva.","2","2","2","1","2","US S11D","9"
"324","O pneu do caminhão 3T-28 foi cortado por material deixado inadequadamente no acesso e necessita ser substituído.","2","3","2","2","2","US S11D","11"
"325","Furo 465 do plano Espodumena perfurado muito a mais do que a profundidade objetiva.","2","2","2","1","2","US S11D","9"
"326","A mangueira hidráulica do caminhão 3T-28 rompeu, sendo necessário substituir.","2","2","2","2","2","US S11D","11"
"327","Furo 445 do plano Espodumena perfurado muito a mais do que a profundidade objetiva.","2","2","2","1","2","US S11D","9"
"328","Mesa da sala administrativa deixada de forma desorganizada ao final do expediente.","1","1","1","1","2","US S11D","4"
"329","extintor da base surubim despressurizado.","4","4","3","2","2","US CARAIBA","2"
"330","Ao iniciar descarga de emulsão, foi observado que o registro do tanque da carreta estava com problema.","2","3","2","2","2","US CARAIBA","11"
"331","Disco de ruptura rompido na UMB 1077.","0","0","0","0","0","US CMOC NIOBIO","0"
"332","Correção da grade de proteção,do veículo 01 de placa RMQ-8I27.","2","3","2","2","2","US TABOCA","11"
"333","Condições da água tanto pra consumo, tanto pra higienização. República da rua Safira n 37.","2","3","2","2","2","US TABOCA","4"
"334","Móvel da sala ADM com a base danificada._x000d_
Risco de queda de material.","2","2","2","2","2","US PEDRA BRANCA","4"
"335","ORGANIZAÇÃO DE CORDAS","2","2","1","1","2","US PEDRA BRANCA","4"
"336","paiol de explosivos e de acessórios com baixa iluminação","2","2","2","2","2","US PEDRA BRANCA","4"
"337","PLACAS SOLARES JOGADAS NA AREA INTERNA PAIOL ACESSÓRIOS.","2","2","2","1","2","US PEDRA BRANCA","4"
"338","ventilação  inadequada _x000d_
nível 990","3","3","2","2","2","US PEDRA BRANCA","5"
"339","LANCHE SEM NUTRIÇÃO PARA OPERACIONAL SUBTERRÂNEA. _x000d_
COLABORADORES JÁ SENTIU MAL ESTOMAGO._x000d_
17° DIAS SEM REFEIÇÃO PRINCIPAL.","3","3","3","2","2","US PEDRA BRANCA","0"
"340","lanche sem local para colocar","2","3","2","2","2","US PEDRA BRANCA","0"
"341","LANCHE DOS COLABORADORES NO CHAO E EM SACOLAS PLASTICAS.","2","3","2","2","2","US PEDRA BRANCA","0"
"342","fogo:1011 b:10 W furos leves na crista,  foi tratado somente no cartucho 2.1/2x24","3","3","3","2","2","US MOSAIC CAJATI","9"
"343","farolete queimado","2","2","2","2","2","US PEDRA BRANCA","11"
"344","RETIRADA ORGANIZAÇÃO DE PEÇAS EBE 1037","1","1","1","1","2","US PEDRA BRANCA","4"
"345","colaboradores não estão faz ndo o check list corretamente todos os dias","2","3","2","1","2","US PEDRA BRANCA","9"
"346","serviço.  com equipamentos sem sinalização.  no nível  990 empresa. oz","2","2","2","1","2","US PEDRA BRANCA","4"
"347","17 DIAS SEM REFEIÇÃO ALMOÇO, ALMOÇO TARDE E JANTA PARA OS 3 TURNO. _x000d_
8 HORAS DE TRABALHO SEM REFEIÇÃO PRINCIPAL.","3","3","2","2","2","US PEDRA BRANCA","0"
"348","coloborador terceiro do TI em suas atividades dentro do prédio 36 ( embalagem cordel) sem utilizar óculos de segurança.","2","3","2","1","1","MATRIZ - GERÊNCIA TI - TECN. INFORMACAO","2"
